gene,cluster,avg_log2FC,p_val_adj
Nsun3,9,1.5416708,7.2217011626973655e-12
Fam78b,9,1.8332124,7.376164612509162e-12
Plaur,9,2.6510773,7.57470119165493e-12
P2ry14,9,2.2462575,7.718916797232795e-12
Armc7,9,1.6843473,8.713291001088492e-12
2510003B16Rik,9,2.4573495,9.097921536836233e-12
Cp,9,3.056477,9.687380519006246e-12
Stat2,9,1.4919508,9.95126270969821e-12
B230307C23Rik,9,1.1359428,1.050968222839841e-11
Ilvbl,9,1.0139456,1.0831949107102548e-11
1810014B01Rik,9,1.0198705,1.344459235405107e-11
Nudt7,9,1.7662941,1.5750982718524137e-11
Zfp951,9,1.7403728,1.6698420643833015e-11
Gnptg,9,1.2794672,1.8204528071949836e-11
Fndc5,9,1.136959,2.016517028128975e-11
Dennd2c,9,1.6714708,2.183589094700565e-11
Gm9975,9,2.7761896,2.532564746168324e-11
Klc4,9,1.2194358,2.746146189049883e-11
Fam78a,9,2.6385612,2.7857240273313196e-11
Nrgn,9,1.977831,2.916486468061586e-11
Trim65,9,2.563505,3.278940998112252e-11
Clcn7,9,1.1069088,3.813464903356269e-11
Tstd3,9,1.2297726,4.091052614213803e-11
Mthfr,9,1.2557572,4.0941456154458974e-11
Tmppe,9,1.4859709,4.4203303610004886e-11
Ube2l6,9,2.0709996,4.4906488488576567e-11
Dffa,9,1.000031,4.5480094398260294e-11
Hs1bp3,9,1.5113991,4.6655202570279006e-11
Hsd3b7,9,2.5693593,5.4238617620788905e-11
Tmco4,9,2.4815042,5.719001934971949e-11
Nr4a1,9,1.5563742,5.7499086694012874e-11
Zfp809,9,1.0302643,6.192166006647596e-11
Slc25a37,9,1.4065201,6.562235223164369e-11
Cutc,9,1.2636018,8.886328000220794e-11
Nxt2,9,1.4882499,8.985256242885043e-11
Zfp729b,9,1.1195877,9.076410966662001e-11
Pde4a,9,1.658339,9.967992882822114e-11
Armc5,9,1.3164076,1.0021091971744797e-10
D030028A08Rik,9,2.0472667,1.0275331500268861e-10
5033421B08Rik,9,2.2699153,1.0378757048853767e-10
Ppp6r1,9,1.043177,1.0496044892828314e-10
Mnt,9,1.1478642,1.0686078974277808e-10
Foxj2,9,1.4706472,1.221071093424181e-10
Apmap,9,1.1382983,1.307684049997827e-10
Rras,9,1.0793523,1.3484796366350163e-10
Gm57647,9,2.4467294,1.4230237226044132e-10
Nucb2,9,1.1763684,1.5179718692970386e-10
Kifc3,9,1.544327,1.9039917484483545e-10
Coq8b,9,1.0562316,1.9636919524621604e-10
Il12rb2,9,2.3382814,1.9725484641273946e-10
Rpph1,9,2.5742168,1.9920307611364225e-10
Cnnm2,9,1.7025362,2.4147421404572356e-10
Abhd14b,9,1.1920664,2.9175268852480386e-10
Emc9,9,2.4992926,3.0691454740075096e-10
Mcub,9,1.2309701,3.2370145653817337e-10
Dop1b,9,1.509346,3.7667284291936563e-10
Pex16,9,1.0544827,3.847069110855622e-10
Nostrin,9,2.3966088,4.1821459135032367e-10
4930523C07Rik,9,1.90768,4.3379571688916045e-10
Coq10a,9,1.2679409,4.886487855533074e-10
Gm16124,9,1.6972928,5.480481744480044e-10
Plpp6,9,1.8299884,6.574072900552336e-10
C9orf72,9,1.3450044,6.635853426367299e-10
Grk3,9,1.1294441,8.192718473815045e-10
Exoc8,9,1.0352492,8.803859413263629e-10
2900026A02Rik,9,1.5468358,1.0459115231567684e-09
Zfp839,9,1.0916013,1.4776294294721996e-09
Als2,9,1.2111434,1.772611629222705e-09
Cacna1d,9,1.0022799,1.846456068885164e-09
Tcta,9,1.1067932,1.921275037778652e-09
Rbm43,9,1.5372527,2.0926826153828176e-09
Appl2,9,1.0290872,2.3112929465237936e-09
Wdr91,9,1.306553,2.5403426749452716e-09
0610009L18Rik,9,1.4146755,2.644724720693456e-09
Neurl2,9,1.797068,2.644724720693456e-09
Klhl36,9,2.0355165,2.7126698897235066e-09
Nfkb2,9,1.850557,2.8607649153479478e-09
Layn,9,2.186823,2.900121240137587e-09
Tbc1d9,9,1.3987224,3.0418631355314765e-09
Ralgps1,9,1.1508313,3.087000555106545e-09
Sfxn3,9,1.1846725,3.099782196328608e-09
Tmem63a,9,2.152285,3.1531186956501384e-09
Zfp715,9,1.37966,3.749382186459693e-09
Naga,9,1.5086539,4.413166498310174e-09
Hps5,9,1.0706722,4.677105283367841e-09
Pip4k2c,9,1.0841962,5.3091348881257145e-09
Fxyd2,9,1.759617,5.880329983389624e-09
Rnf125,9,1.8904523,6.732220755111299e-09
Slc66a2,9,1.0519247,6.884051072320895e-09
Tpcn2,9,1.653736,7.164781271847201e-09
Casp9,9,1.1365445,7.919848566931942e-09
Nudt6,9,1.7209327,8.10832410387933e-09
Scyl3,9,1.144032,8.23519903138675e-09
Unc13b,9,1.1013744,8.747663590678146e-09
Hectd3,9,1.6419444,8.987658625560077e-09
Ydjc,9,1.8059794,1.0095216258515727e-08
Smcr8,9,1.542711,1.0291575628040517e-08
Rnls,9,1.934422,1.0353885471000184e-08
C2cd2l,9,1.8858539,1.2925362274473775e-08
Apeh,9,1.0039307,1.3098404114965685e-08
2310015A10Rik,9,1.3636315,1.4112577800587791e-08
Ap5z1,9,1.8973047,1.6820813413077298e-08
Zfp1009,9,1.0220425,1.8803496370028334e-08
Zxdc,9,1.0193807,2.7502684816846817e-08
Car13,9,1.9769506,3.1450778003979014e-08
Zfp994,9,1.737386,3.306735368995788e-08
Arsa,9,1.8778473,3.5206086191586834e-08
Slc26a11,9,1.132681,3.801536982287924e-08
Poglut3,9,1.0793399,3.8296468621415575e-08
Tnfsf12,9,1.0321723,4.389016086057961e-08
Zcchc2,9,1.4067856,5.046015846624934e-08
Tmem126b,9,1.0837848,6.028672040970051e-08
Slc35a5,9,1.2498522,7.728840597207903e-08
Mafb,9,1.0126054,9.676215351100204e-08
E030024N20Rik,9,1.1965902,9.841113170241603e-08
Lrrc8b,9,1.2413458,9.908670618505289e-08
Zmat4,9,2.0340304,1.0531975603700714e-07
Ddx19b,9,1.2851021,1.2272078522239373e-07
Tlcd2,9,1.1551602,1.237053090312215e-07
Pcyox1l,9,1.0196877,1.2521428332624466e-07
Cables1,9,1.3010831,1.4401503659749917e-07
Stambp,9,1.1628826,1.4773315213936867e-07
Hdac10,9,1.7071599,1.7645921258400058e-07
Epg5,9,1.1012439,2.049825656753725e-07
Ppp1ccb,9,1.1827143,2.1174126111279955e-07
Slc46a1,9,1.5671269,2.2407274896392094e-07
H2bc11,9,1.3583432,2.375720305935164e-07
Lncpint,9,1.7396022,2.417336874778763e-07
Cnbd2,9,1.2716796,3.0084636796061726e-07
Txndc16,9,1.0224108,3.884626979285144e-07
Pfkfb4,9,1.1796551,3.9991057720297717e-07
Ptges3l,9,1.1792549,4.664823223324218e-07
Spata13,9,1.0517417,5.679172033095312e-07
Acvr1b,9,1.2054833,7.689312681587957e-07
Zbtb4,9,1.2653176,7.729709551899363e-07
Gm19605,9,1.0771912,1.019477255133915e-06
AI987944,9,1.0112774,1.1062273306284702e-06
Srxn1,9,1.542903,1.505204299234991e-06
Sprtn,9,1.2758651,1.5188740640283889e-06
Cercam,9,1.173262,2.509660864159629e-06
Trappc2,9,1.0354949,2.666366679640773e-06
Hs6st1,9,1.169583,2.9806966371602477e-06
Pomk,9,1.2600385,3.2894403757376563e-06
Fhod1,9,1.3895123,3.7067846580935614e-06
Pald1,9,1.097644,3.887971793832169e-06
Mfsd8,9,1.2964917,4.513021236139066e-06
Zscan29,9,1.0186682,5.4185378923193785e-06
Abtb1,9,1.0879482,6.763907794204925e-06
Optn,9,1.2841048,7.954045399797632e-06
Zbtb11os1,9,1.280338,8.849308249925906e-06
Ppip5k1,9,1.3132749,9.576077613557426e-06
Fam43a,9,1.2935027,1.00489197460521e-05
Top1mt,9,1.1392293,1.0296817566586467e-05
Tusc1,9,1.1394581,1.406898490069284e-05
F11r,9,1.0352987,1.798202055852062e-05
Fancg,9,1.0814753,2.5803430544700478e-05
Wdr62,9,1.1642747,3.781387414484535e-05
Atosb,9,1.109594,4.1528782807255676e-05
Gstt2,9,1.2433307,4.480190958819637e-05
Zfp607a,9,1.2343402,4.688167531569656e-05
F8a,9,1.2041687,5.107183887503176e-05
Pxmp2,9,1.0090026,5.467839201929591e-05
Ddc,9,1.197224,5.554062026286585e-05
Pafah2,9,1.0741403,6.697395885400807e-05
Osbpl7,9,1.1204313,7.184049928485785e-05
Bmal1,9,1.1583242,8.71042160977431e-05
Atg16l2,9,1.0208379,0.0001219938468175549
Gpr137,9,1.0895531,0.00018503993119361312
Gm40528,9,1.0455835,0.0003368583802156106
Lipe,9,1.0157815,0.00040102993337703605
Ccdc88c,9,1.0300217,0.0005086706997453181
Rabggta,9,1.0316597,0.0005474467757686805
Ifitm1,9,1.400568,0.007991567202105684
Ednrb,10,8.466775,0.0
Zeb2,10,4.527089,0.0
Cdh6,10,5.3186274,0.0
Sox10,10,9.627429,0.0
Plp1,10,6.5113935,0.0
Stard13,10,4.469581,0.0
Slc35f1,10,4.965925,0.0
Phactr1,10,5.852355,0.0
Moxd1,10,6.215279,0.0
Sntb1,10,5.2166023,0.0
Cdh19,10,10.246428,0.0
Mef2c,10,3.8185766,0.0
Zfp536,10,5.099264,0.0
Tnik,10,4.46289,0.0
Fabp7,10,10.379965,0.0
Thsd7a,10,4.4610023,0.0
Sorbs1,10,3.511935,0.0
Spon1,10,5.8018503,0.0
Postn,10,4.0891953,0.0
Luzp2,10,6.918538,0.0
Opcml,10,5.4333725,0.0
Gpm6b,10,4.1738486,0.0
Pde7b,10,4.126193,0.0
Gfra1,10,4.5907645,0.0
Erbb3,10,5.5628405,0.0
Metrn,10,3.067594,0.0
Dpysl3,10,3.6375544,0.0
Megf10,10,4.873292,0.0
Ptprz1,10,5.350691,0.0
Grid2,10,4.623671,0.0
Adgrg6,10,5.2486043,0.0
Grik2,10,4.8032546,0.0
Ptprj,10,4.149093,0.0
Deptor,10,5.616959,0.0
Fam210b,10,4.4758687,0.0
Ngfr,10,3.9361098,0.0
Insc,10,8.477111,0.0
Vat1l,10,5.91022,0.0
Adam23,10,4.4496756,0.0
Afap1l2,10,7.0891924,0.0
Sorcs1,10,4.8939166,0.0
Kif21a,10,3.6887476,0.0
Rhob,10,3.0242782,0.0
Adam12,10,3.9155588,0.0
Lama4,10,3.0930035,0.0
Ptprm,10,3.0430832,0.0
Gas7,10,4.040086,0.0
S100a16,10,3.80665,0.0
Myl9,10,2.9730656,0.0
Il1rapl1,10,3.8456998,0.0
Kctd12,10,3.0827682,0.0
Itga4,10,4.2508206,0.0
Itga6,10,3.701862,9.491223615004262e-306
Hoxb9,10,4.733943,6.7746268053242e-300
Mdga2,10,4.5852113,7.995764955402673e-299
Ndst3,10,6.7451544,3.287411168332906e-298
Tspan18,10,3.528763,3.2281762587340194e-293
Tspan7,10,3.4838634,1.9189261333576412e-292
Atp10b,10,7.6837316,3.600676305706323e-290
Pls3,10,3.0327299,2.4919136102905514e-289
Dab1,10,3.2300003,1.0802521494000964e-285
Ppp1r18,10,3.344211,5.543428492806876e-282
Bcar3,10,4.3624063,1.8608750480685382e-280
Ptpn13,10,3.0335,7.616855663285587e-276
Tagln2,10,2.9682288,4.461208023069597e-275
Epb41l4a,10,3.9250243,2.0388670223329305e-272
Prss12,10,5.2885227,3.145280739489178e-269
Col20a1,10,6.4902678,1.724566892701835e-266
Megf9,10,3.163025,1.2499640346667886e-261
Lbh,10,3.0549626,7.053901506275321e-259
Igsf9b,10,4.928187,7.527076588060709e-259
Gask1b,10,4.1389294,3.1479906177066476e-254
Gfra3,10,6.4650016,5.5940614825465575e-254
Mcam,10,4.7831564,4.9666857095091966e-253
Gab2,10,2.5331633,9.747714142387615e-253
Pdlim1,10,3.507664,2.911335799040058e-246
Cd200,10,5.508224,2.1908185915622723e-241
Foxd3,10,10.224693,5.341076242794843e-237
Gap43,10,3.1568012,1.7525853409644984e-235
Limch1,10,2.2608354,1.7825781796003714e-231
Cryab,10,4.3322353,2.8074518205111113e-222
Sat1,10,2.8062775,1.4038377116426078e-220
Chl1,10,5.7798457,1.5402186396077115e-218
Nr4a2,10,3.318086,1.418068287877089e-212
Nkain2,10,5.0480366,5.18487532703746e-212
Cnp,10,4.0353794,8.913475639441884e-205
Gm36123,10,4.778413,3.841962586387911e-201
Akap12,10,2.6665728,1.0679540931730672e-197
Crip2,10,2.7994995,2.7774000678369707e-197
Wdfy1,10,3.00043,2.800343074004423e-196
Igfbp5,10,2.8394043,2.236331243040089e-193
Plxna4,10,2.6467755,2.7765804503197527e-192
Timp3,10,2.515612,6.632940496639494e-190
Egfl8,10,4.835405,2.222636711124533e-189
Lypd6,10,3.6532521,1.0839637234985763e-187
Egflam,10,2.9504056,1.0360273974084148e-184
Mvb12b,10,2.1628237,1.6738156635150316e-183
Il1rap,10,3.4099894,1.3482895949674573e-182
Dock11,10,2.1518173,1.8229555480480063e-179
Camk2b,10,6.0883594,9.229462655975304e-179
Ahr,10,4.934255,3.4046043753218786e-178
Lamc1,10,2.2222848,2.835867460914285e-174
Rims1,10,3.3213172,8.227664809111273e-172
Nkain4,10,4.94641,1.6261462656713453e-171
Slitrk2,10,6.299374,1.047576369231762e-170
Chsy3,10,2.489722,3.4624765860178955e-170
Arhgef26,10,3.5071797,1.5096275575038304e-169
Pde8a,10,4.374235,1.8162956068683127e-168
Ppp1r14c,10,5.201926,6.537872722029218e-168
Ttyh2,10,3.019498,9.544451113173816e-168
Col18a1,10,2.6463346,9.86887006287253e-168
Cdh10,10,4.244806,1.4353707021463939e-167
Gpr17,10,10.967758,3.1726731340815258e-167
Igsf11,10,5.34801,6.151388523202405e-164
Plekha4,10,5.51787,4.9158636828694214e-163
Fbxo7,10,3.275528,1.0302818999125848e-162
Gm29949,10,10.167314,1.041237337356409e-162
Vgll3,10,3.290172,6.2621140895226255e-161
Sema3c,10,2.4599538,6.74902021315787e-160
Cdc42se1,10,1.858312,9.141992503005239e-159
Mmp15,10,4.052654,4.0787481788329314e-156
Adgrb3,10,2.860678,3.609346954301843e-154
Pde4b,10,2.9871979,1.0010098122488428e-153
Rasa3,10,3.2486165,2.565471496578211e-153
Mpz,10,7.7639384,2.375754992300986e-152
Map3k1,10,2.467519,2.848256310503318e-152
Gdpd5,10,3.8794518,1.860822253650935e-151
Rap2b,10,2.2011266,4.09959035922718e-151
Lsamp,10,1.9475178,1.5987641002008457e-150
Spata6,10,2.0290112,3.019869545908952e-150
Heyl,10,4.8390656,1.696339523532369e-149
Ppp2r2b,10,3.6627264,1.9344576092086822e-149
Phlda1,10,2.0600865,6.13796931375972e-146
Cyp2j6,10,4.135897,2.6604860104965655e-145
Cadps,10,4.622176,2.3860056629649362e-141
Arhgap31,10,1.9191669,6.501495256570894e-141
Scarb2,10,2.4752326,2.7264882146013803e-131
L1cam,10,6.6124425,3.5497112125227867e-130
Syt1,10,6.0375166,3.5781087770920496e-130
Gm20754,10,5.454658,5.752298714016847e-130
Cfap410,10,2.278704,8.591671849669735e-130
Fxyd1,10,2.8804696,5.797835702391496e-129
Rgmb,10,2.3336616,1.704003504517851e-128
Mxra7,10,1.8986788,2.3913674531050927e-127
Plekhg1,10,1.9667858,1.2479075742251763e-126
Gm40647,10,4.7250695,2.347654718779008e-126
Pdgfa,10,2.069923,4.8928184499391454e-126
Bche,10,5.119396,1.0853688644289605e-123
Ajap1,10,5.1092157,1.9983218716871068e-123
Crip1,10,1.9215026,1.8872831233852972e-122
Pou3f1,10,6.6855016,1.9964856963857933e-122
Pxn,10,2.104636,4.3401051792719614e-122
Gm53812,10,1.701779,1.0443169701084463e-121
Kcnt2,10,2.8753343,1.3006014427151307e-121
Rap2a,10,2.3441188,1.680249654862123e-121
Fgd5,10,3.8128157,7.229160597681001e-120
Zdhhc2,10,3.3891811,1.0979906508235936e-119
Xylt1,10,2.354282,1.2368276383061203e-118
Shisa4,10,1.6061645,1.9978618536545178e-117
Kcna1,10,5.550021,1.0690271881549617e-116
Matn2,10,3.4036407,1.4524894675163243e-116
Crppa,10,2.5849419,4.714155185184387e-114
Lrrc8d,10,1.8943734,2.9192179636131535e-113
Afap1l1,10,3.173853,2.0663965908176504e-112
Samd5,10,2.0948908,2.930876281291963e-111
A330049N07Rik,10,10.485439,8.309498452873073e-111
Npr3,10,4.0750217,4.079063609800031e-110
Nherf1,10,2.9216397,8.124490099581516e-109
Nid1,10,1.9463488,1.0626093383790294e-108
Gfra2,10,4.5171695,1.1147111456319845e-108
Sox2,10,8.016129,1.2848051289529925e-108
Gm53259,10,2.470228,8.54035364020319e-108
Ctnnal1,10,2.1903858,1.4895395800868438e-107
Lrrc8b,10,3.36779,2.108564615147416e-107
Cadm4,10,3.6537907,1.0463821107630594e-106
Adamts12,10,2.219212,5.4428634468124484e-104
Hcn1,10,4.620611,5.68068706059234e-103
Gjc3,10,11.349969,5.821672945339424e-103
Ets1,10,2.0250115,2.781776562619712e-102
Adam19,10,2.1465187,3.2459297257434126e-101
Col4a2,10,1.7076315,1.281017896609325e-100
Ckb,10,2.7171571,3.3912317232547597e-99
Mical3,10,1.767505,1.6470022617603295e-98
Stx7,10,1.5951766,2.0949214987182956e-98
Lgi4,10,8.681419,2.2891746820716652e-98
Ppfibp1,10,1.5943153,2.628788186442495e-98
Gria4,10,3.50053,3.607313554506775e-98
Dlx1,10,5.4675703,1.9843647715631692e-96
Cmtm3,10,1.4838816,9.15261944617052e-96
Fam78b,10,3.759586,1.8661621845881366e-95
Pax3,10,3.4130273,1.2933624295343552e-94
Agrn,10,2.1635752,1.7450019458318899e-94
Foxo1,10,2.1692908,8.470749667997855e-94
Lims2,10,6.396499,1.0914027165482622e-93
Hdac4,10,1.6842093,1.5424483756961266e-93
Sfrp1,10,1.8492496,7.563379618366397e-93
Cmtm5,10,5.6399136,1.6560310870256482e-92
Dlx2,10,4.461307,1.4927218890223206e-91
Hspg2,10,1.9610934,6.25337348081392e-90
Nr2f1,10,1.9211036,3.875214367021704e-89
Fhod3,10,2.318301,1.256358237401389e-88
Rhbdf1,10,2.834332,3.725651584326641e-88
Pxdc1,10,3.0947602,1.0196616102197046e-87
Cthrc1,10,1.6996199,1.0388417681669635e-87
Sdc3,10,2.3429587,1.0839002636811846e-86
Sh3kbp1,10,1.470661,8.785008218209537e-86
Pde8b,10,3.8520076,9.423856895043208e-86
Flrt1,10,2.5483646,1.0636421916214515e-85
Gnb4,10,1.8006699,4.3714570363963957e-85
Arhgap23,10,1.8766483,2.20959681043169e-83
Ttyh1,10,7.8749175,2.4945685141783202e-83
0610040J01Rik,10,3.973762,3.838005184412615e-83
Sh3tc2,10,4.725874,5.171364780156468e-83
Pcdh9,10,1.614161,1.0744650268047884e-82
E130114P18Rik,10,3.7820616,5.343226847770611e-82
Ncam2,10,2.9190636,1.6571489723569644e-81
Dcc,10,1.9806327,3.965851415074326e-81
Nr4a1,10,3.0791223,3.2185089952297795e-80
Tafa5,10,2.4434896,1.2958321871222966e-79
Xkr4,10,3.9514725,6.497781542795836e-79
Prex1,10,2.2592795,1.7260332971222065e-78
Gria3,10,2.1670723,4.0713895805542136e-77
Pmepa1,10,1.8854842,1.4931946304901316e-76
Atp6v0e2,10,3.7713585,3.153224884072303e-76
Lmna,10,1.6894038,4.1426680471431756e-76
Afap1,10,1.7921681,4.836841036435713e-76
Dkk2,10,1.864346,6.059051201941068e-76
Cltb,10,2.0716817,6.621542325874565e-76
Tbc1d7,10,1.6369952,1.0901078762201676e-75
Sorbs2,10,1.9720757,1.3330330555792982e-75
Med12l,10,2.473323,4.2796701070056776e-75
Dagla,10,4.341005,5.69143229777603e-75
Filip1,10,3.5722759,1.3443011777956536e-74
Tfap2b,10,2.0273573,8.601477618901713e-74
Slc35b2,10,1.421196,1.2118803540502122e-73
Abcg2,10,1.504176,1.6546122230404288e-73
Coro2b,10,2.8998723,1.8115198516054414e-73
Kcnk5,10,3.912072,1.7358152302238113e-72
Gm26803,10,3.0845692,2.147242145339923e-72
Filip1l,10,1.7250481,1.4494484418549522e-71
Gng11,10,1.5734152,1.75054603250259e-71
Tspan13,10,1.4628283,4.9718294018694855e-70
Dtna,10,2.8551538,7.512968144237845e-70
Retreg1,10,3.52254,1.5787004150990623e-69
Garem1,10,1.5487221,1.6173198860706626e-69
Gm2a,10,2.2649286,3.996882668439208e-69
Adamts5,10,2.210336,3.69471365326679e-67
Tmem9b,10,1.6772128,7.627356118285035e-67
Negr1,10,1.7168816,8.314831772716564e-67
Cdk17,10,1.2931865,1.0554607780082392e-66
Sort1,10,1.7827122,2.1781169185705947e-66
Adamtsl1,10,1.4730281,3.6740484645616854e-66
Aspa,10,8.759878,1.793073412234509e-65
Plekhb1,10,7.094846,6.501936914011671e-65
Prss23,10,3.0776186,6.953708751114618e-65
Fuca1,10,1.4973123,1.3297338148464063e-64
Fez1,10,2.7694967,1.747896134032495e-64
Cntn6,10,6.7652993,3.5585882952573175e-64
Klhl13,10,1.551096,9.680768564428724e-64
Mid2,10,3.3796487,9.680768564428724e-64
Kitl,10,2.0534186,1.2288379811136828e-63
A830082K12Rik,10,2.1182349,1.4953489210628026e-63
Elf1,10,1.7288196,3.551080689749131e-63
Ust,10,1.4272512,1.5364378551273074e-62
Slitrk6,10,3.029646,4.311935533088855e-62
Gtf2h1,10,1.2425187,5.631554652881921e-62
Slc44a1,10,1.6570609,1.2035792835099067e-61
Mal,10,9.010133,1.4557230351333151e-61
Adamts1,10,2.0631564,4.1033390565827783e-61
St3gal5,10,1.5901257,5.102376346744349e-61
Plpp1,10,1.5281191,1.95376430758288e-60
Notch1,10,2.029952,3.7424731658333547e-60
Kcna6,10,3.962214,6.48678366743892e-60
Ankrd50,10,2.050795,6.641218866208101e-60
Mapk3,10,1.3825886,1.9276755001216788e-59
S100b,10,2.9269967,2.50280357328582e-59
Phlda3,10,1.4498917,5.514230536691861e-59
Stim1,10,1.7279247,6.598361464651699e-59
Metap1d,10,1.2875187,2.7147576629081832e-58
Meis3,10,2.4635794,2.8776346946923093e-58
Specc1,10,1.562879,4.148151826781725e-58
Ncald,10,2.121936,4.4280384262953944e-58
Shc4,10,4.4993343,4.316760285846576e-57
Paqr4,10,3.467046,5.633890111598194e-57
I730030J21Rik,10,9.497857,8.059256681424852e-57
Tmem106c,10,1.710962,8.911894878850233e-57
Vash1,10,2.1195695,8.946034360258163e-57
Cdc42ep1,10,2.661694,1.0494954718774177e-56
Agmo,10,4.97405,1.5788416228017395e-56
Gm53955,10,2.3279943,2.0277835646210044e-56
Mrpl44,10,1.3481181,2.330367748329479e-56
Crem,10,1.5803834,3.9235677173676702e-56
Sh3pxd2b,10,1.2398028,5.775805418493341e-56
Nox4,10,1.5446708,1.105737095293543e-55
Peli2,10,1.495898,1.105737095293543e-55
Pros1,10,1.9755381,1.1742816264420973e-55
Tfap2a,10,1.9777896,2.775325806307836e-55
Csad,10,1.2285274,8.051837919953477e-55
Trpm3,10,2.187117,9.489028942616134e-55
Hivep2,10,1.3604342,1.2438037129477993e-54
Kcnh8,10,7.1540656,1.513693909189663e-54
Npdc1,10,2.162861,4.2862611404317236e-54
Arhgap20,10,2.424123,1.5413080657211677e-53
Rassf4,10,3.6605334,3.5389216614350753e-53
Celsr2,10,3.431057,7.077700153502096e-53
Sema6d,10,2.3756335,8.121157802699956e-53
Atp8a1,10,2.3542297,9.347810165344408e-53
Klf7,10,1.2545229,1.3110524323207528e-52
Itprid2,10,2.6343749,2.599311350360058e-52
Ccser2,10,1.3897645,4.097038697669519e-52
Zbtb38,10,2.0190217,5.7504915973889915e-52
Hoxb8,10,2.51679,9.318870574656239e-52
Gabrb2,10,4.230528,1.5298068314423075e-51
Rhoj,10,1.1867739,1.814084194733885e-51
Mmp17,10,4.6977625,6.64719925424571e-51
Cyria,10,2.6865358,6.767499180332435e-51
Tom1l2,10,1.5305682,8.101122307228358e-51
Sema3d,10,1.5807248,2.6206724064953637e-50
Flrt3,10,1.2986057,2.9586569780955925e-50
Wdpcp,10,1.6575319,3.2766579641086886e-50
Jag1,10,2.1777902,3.444523364473777e-50
Gpr137b,10,2.162632,6.576819645626681e-50
Cpne2,10,2.6554015,1.1228036081210095e-49
Acsl4,10,2.0140467,1.8359719255527286e-49
Nedd4l,10,1.1574374,2.859284446871887e-49
Rab38,10,3.16194,4.242580727238858e-49
Susd6,10,1.3620006,5.936710704815136e-49
Arfip1,10,1.4142992,1.0219119248464062e-48
Tm4sf1,10,2.76456,1.3996582320433105e-48
Sorcs2,10,1.355803,1.626163650818683e-48
Pde10a,10,2.984243,2.5882853558246136e-48
Npy,10,6.309591,2.7795201567546825e-48
Copz2,10,1.1236192,3.286006386560154e-48
Dtx4,10,2.8925946,4.649036636735562e-48
Mtss1,10,1.4422661,5.784540414768923e-48
Lamb1,10,1.3647797,7.151939788992979e-48
Col14a1,10,2.1681445,2.9358992559088266e-47
Phldb1,10,1.7491354,4.441511121783634e-47
Mcf2l,10,2.7732985,6.183346348310149e-47
Secisbp2l,10,1.637914,6.457990789387825e-47
Prima1,10,6.341315,8.128249371588496e-47
Ngf,10,2.9068215,1.0368587231649003e-46
Tmem30a,10,1.1258487,1.6345831273709308e-46
Hbb-bs,10,1.316139,3.5345382777173495e-46
Gas2l3,10,2.2252898,4.257166428344493e-46
Aldh1a3,10,3.9100814,5.464445461082618e-46
Prag1,10,1.9188771,1.6466730151529677e-45
Trim2,10,1.4497912,1.5857515010802526e-44
Ninj1,10,1.3768499,2.312855997295107e-44
H2bc27,10,1.7534997,2.3801645841068693e-44
Cryl1,10,2.0828445,2.6896805995445025e-44
Hbegf,10,2.5671146,4.945139530219431e-44
Frmd8,10,1.7012092,4.964703432335153e-44
Fam111a,10,1.6280231,6.692219596693068e-44
Syt11,10,1.5989674,8.909183771207787e-44
Tmem132e,10,4.945525,1.1109115596869702e-43
Myo18a,10,1.2963653,1.2638949922551848e-43
Rara,10,1.1033571,1.3745973973089715e-43
Antkmt,10,1.1414714,3.748490443233013e-43
Plod1,10,1.5832295,4.9410095400599424e-43
Cdk18,10,4.2363324,5.477099284282931e-43
Glt8d1,10,1.105513,7.833333169828486e-43
Spata13,10,2.3772235,9.041045239465717e-43
Tubb4a,10,3.329485,1.0732826136266556e-42
Arl8a,10,1.3126693,1.7770055533469884e-42
Mthfd1l,10,1.2355009,1.85595412774205e-42
Rin2,10,1.5199169,2.01480210975459e-42
Fam171a1,10,1.0877615,2.5457301368006053e-42
Cnrip1,10,1.5267178,2.9169102858286675e-42
Mt1,10,2.0700128,3.044941321738538e-42
Cisd3,10,1.9282788,1.4684440234545548e-41
Fnip2,10,1.456065,1.7049858604235993e-41
Gal3st1,10,5.06973,3.0919284220192306e-41
Diaph2,10,1.0779793,3.1465708026629736e-41
Sema3g,10,5.752825,6.298053156720536e-41
Hoxb7,10,2.3097441,8.207317798994511e-41
Snx10,10,1.7810723,9.551587681965906e-41
Apoe,10,1.6360137,1.1669371113187656e-40
Gm52229,10,2.3180366,1.2768332007540759e-40
Nes,10,1.5671208,2.0817373211100144e-40
Gpr137b-ps,10,1.6140769,8.354935526607855e-40
S100a13,10,1.5915556,8.884300874678268e-40
Grk5,10,1.2466267,1.03816175825077e-39
Dusp3,10,1.8845456,1.0629965912924767e-39
Tecpr1,10,1.7031995,1.3429582431713116e-39
Ypel2,10,1.9162359,2.0533278947257496e-39
Stk32a,10,5.9504232,3.781273399984424e-39
Shroom2,10,1.8986292,4.0213638994734456e-39
P2rx7,10,5.810886,4.047956905908853e-39
Map2,10,1.261268,6.621271621794887e-39
Sec11c,10,1.5000062,9.413315993221241e-39
Peg13,10,2.875514,1.2521178506748502e-38
Rxrg,10,3.305209,1.2846932245390391e-38
Marchf3,10,1.9727542,1.515447262233072e-38
Neto2,10,1.0737776,2.1274831932097436e-38
